ID,Price,SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQualityRate,LocalAmenities,TransportAccess,Fireplace,HouseColor,Garage,Floors,Windows,PreviousSalePrice,IsLuxury
287,868202,2011,1,4,773,9.6,7.9,22,8.6,99,1.05,7,3,8,No,blue,Yes,2,24,355.6705,0
295,960245,1805,5,6,1508,46.2,9.7,3,14.8,98,1.69,6,6,8,No,white,Yes,2,33,864.8705,0
298,841484,1939,4,3,457,60.4,6.8,17,0.9,92.8,1.14,1,1,6,No,red,Yes,2,8,653.9705,1
299,824878,1271,3,7,200,10.7,8.2,10,0.6,91.7,1.34,1,4,1,No,white,Yes,2,47,1528.9205,0
300,750580,1261,2,4,1004,26.7,5.4,1,0.5,87.9,0.94,2,9,5,No,red,Yes,3,1,551.3705,0
306,778587,2154,4,5,200,48.6,6.1,9,2.1,95.3,1.54,9,2,2,No,green,Yes,1,-2,1297.1205,0
307,856278,1822,4,4,564,12.1,8.6,20,0.5,93.1,1.66,1,3,4,No,red,Yes,3,0,314.8205,1
310,900570,2391,4,1,915,17.3,7.6,2,3.1,89,0.91,5,6,5,No,blue,Yes,3,47,1234.4205,0
312,820627,2085,5,7,624,24.5,9.1,27,8.8,90.7,1.4,2,3,3,No,white,Yes,3,36,1241.0705,1
314,697233,1863,2,6,906,28.3,9,66,22.2,90.4,1.1,7,9,6,No,yellow,Yes,2,49,174.2205,0
320,682894,1189,5,5,858,27.7,9.1,13,5.4,92.6,1.84,4,4,1,No,green,Yes,1,21,880.0705,1
325,688421,1424,2,5,307,37.5,8.2,12,1.5,92.3,1.22,7,10,4,No,yellow,Yes,1,16,681.5205,1
330,746196,2130,3,4,360,41,7.6,20,9.9,92.5,0.5,4,5,1,No,blue,Yes,2,17,830.6705,1
333,921249,2587,3,5,849,44.6,7.2,32,7,94.8,1.5,1,2,9,No,green,Yes,3,52,1085.2705,1
336,709856,1566,1,4,200,6.9,9.2,7,13.2,94.1,1.7,10,3,3,No,white,Yes,2,34,118.1705,1
337,857113,2776,3,2,616,58.7,7.4,0,7.6,95.1,1.2,2,8,10,No,yellow,Yes,2,29,235.9705,0
338,816711,2056,4,4,510,18.8,8.4,26,8.3,90.8,1.93,8,10,7,No,white,Yes,1,13,54.5205,0
343,764071,2536,3,4,986,15.1,7,22,8.6,90.6,1.36,3,3,10,No,blue,Yes,2,38,73.5205,0
344,819446,1114,3,7,326,17.2,7.7,24,0.5,96.5,1.69,4,10,10,No,red,Yes,2,11,1411.1205,0
347,862695,2637,4,7,1558,37.1,9.6,80,5.5,97.7,1.88,1,4,3,No,red,Yes,2,-1,8.9205,1
349,608498,1708,1,4,200,69.8,6.9,22,4.8,97.4,1.2,2,3,3,No,yellow,Yes,3,3,389.8705,1
350,320649,1090,5,2,200,14.4,6.4,48,32.7,85.7,1.27,10,8,9,No,yellow,Yes,2,6,1415.8705,1
351,667902,1498,5,2,940,26.8,9.4,53,2.8,94.4,2.06,6,4,4,No,blue,Yes,2,-5,69.7205,1
354,618888,1222,2,5,267,48.7,8,69,6.2,89.3,1.05,9,3,1,No,red,Yes,3,56,78.2705,1
360,666928,1681,6,2,200,41.9,6.3,14,12.1,87.9,1.39,8,6,1,No,yellow,Yes,2,50,762.2705,0
368,1081853,3211,4,2,1178,40.8,6.8,48,0.8,93.7,1.48,1,3,2,No,red,Yes,2,6,1539.3705,0
371,593821,1107,5,6,457,28,8.7,24,6.6,88.7,0.98,3,3,10,No,red,Yes,3,-4,655.8705,1
376,946712,2732,6,1,495,60.1,7.9,9,8.4,93.4,1.16,5,2,10,No,white,Yes,2,36,990.2705,0
378,859037,1960,5,6,972,14.1,7,40,6.9,96.6,1.94,3,3,2,No,yellow,Yes,2,11,346.1705,1
380,800201,1680,6,5,883,4.7,7.6,17,16.4,92.5,1.83,6,8,7,No,yellow,Yes,3,14,37.4205,1
385,599220,1760,4,5,663,61.7,8.9,31,10.2,92.9,1.13,7,9,7,No,blue,Yes,2,60,328.1205,0
387,581844,835,3,3,421,30.7,9.6,23,6.6,93.7,1.2,10,7,3,No,yellow,Yes,1,13,345.2205,1
401,594610,1482,6,2,291,13.5,6.8,10,40,92.8,1.63,7,6,4,No,yellow,Yes,2,59,601.7205,1
403,1066013,3228,4,6,1648,9.1,8.5,15,12.2,98.8,2.06,4,6,4,No,yellow,Yes,1,-3,592.2205,0
404,634071,1294,2,7,631,18.9,7,63,14.2,94.5,2.08,2,3,10,No,yellow,Yes,2,28,191.3205,0
412,710412,1943,5,3,433,20.3,6.5,1,7.8,88.1,2.09,5,8,3,No,yellow,Yes,3,-5,200.8205,1
417,611657,1746,6,2,645,41.8,9.6,36,13.1,89.4,1.38,3,1,2,No,yellow,Yes,3,50,671.0705,0
425,746609,1642,2,3,730,16.4,8.6,25,19.7,96.6,1.21,7,7,3,No,red,Yes,1,6,522.8705,0
426,926297,1600,5,3,547,14.4,9.5,56,0.5,93.9,1.3,1,4,4,No,green,Yes,2,24,319.5705,0
428,982088,2116,3,1,871,46.6,9.2,13,0.5,88,0.94,7,8,6,No,green,Yes,2,23,673.9205,0
429,610895,1191,3,4,200,15,7.7,5,1.1,89.3,1.18,8,10,1,No,white,Yes,1,-4,713.8205,1
432,1123007,3073,3,5,857,9.4,7.8,3,1.6,91.6,1.55,10,4,10,No,yellow,Yes,3,43,116.2705,0
433,832239,2456,4,3,1190,19.9,7.5,1,18.2,92.7,1.31,3,10,1,No,blue,Yes,2,40,599.8205,0
440,669290,1374,2,2,944,31.1,7.2,25,4.5,92.2,0.51,2,4,9,No,red,Yes,2,49,1541.2705,0
443,734145,1461,5,5,209,7.7,8.4,32,2.1,85.8,1.41,5,5,10,No,yellow,Yes,3,2,1198.3205,1
446,880220,2478,2,3,1159,48.2,9.3,3,0.5,94.8,1.39,1,4,3,No,yellow,Yes,3,8,139.0705,0
450,648270,1150,4,5,484,8.8,8.2,24,18.9,88.8,0.8,1,8,7,No,yellow,Yes,2,57,683.4205,1
453,1038169,3866,3,2,2094,20.2,6.6,7,5.2,96,1.65,3,4,1,No,white,Yes,3,29,252.1205,0
457,824454,1742,5,3,393,18.8,8.3,12,1.9,87.1,1.6,6,4,5,No,blue,Yes,1,24,1117.5705,1
459,961461,2661,3,3,1291,16.5,8.1,28,12.2,91.9,1.94,3,1,8,No,red,Yes,2,27,401.2705,1
461,576560,1393,1,5,869,38.8,6.9,2,3.2,94.6,1.28,7,2,10,No,red,Yes,1,34,5.1205,1
467,607613,2007,4,2,870,77.9,7.5,63,13,95.1,1.37,4,7,3,No,green,Yes,2,18,1290.4705,0
468,412001,929,1,2,200,17.8,6.6,38,13.8,94.8,1.32,5,1,10,No,yellow,Yes,2,39,937.0705,0
470,978513,2828,6,6,1074,17.7,8.6,55,0.6,94.6,1.39,8,5,6,No,yellow,Yes,3,5,41.2205,1
471,642027,1566,2,3,483,37,7.8,22,7,81.2,1.32,2,10,10,No,green,Yes,1,26,164.7205,0
475,715034,2039,1,7,1115,57.6,7.6,4,7.1,88.1,1.36,3,10,5,No,yellow,Yes,3,26,749.9205,0
488,789596,1486,3,4,200,13.8,8.2,19,8.8,98,1.94,5,8,6,No,white,Yes,2,11,1087.1705,1
492,648828,1526,4,2,328,45.4,8.1,3,2.4,93,1.51,2,6,7,No,yellow,Yes,2,39,1162.2205,0
496,916271,1818,5,5,446,38,9.4,1,8,92.3,1.44,7,7,7,No,blue,Yes,2,10,759.4205,1
497,649425,870,1,3,277,35.9,7.4,7,0.5,90.7,1.41,8,2,2,No,white,Yes,1,18,486.7705,1
498,769119,1609,3,6,379,8.9,9.2,0,0.6,95.6,1.37,2,9,10,No,white,Yes,2,-4,1207.8205,1
500,811468,2042,5,7,284,23.6,8.1,12,12,98.9,1.6,6,10,5,No,white,Yes,3,-2,1549.8205,0
2,665831,1780,2,2,808,29.3,7.6,100,2.1,96.5,1.08,6,6,4,No,red,Yes,1,56,399.3705,1
12,677879,1101,3,7,200,10.6,8.5,6,17.3,89.6,1.79,4,5,8,No,yellow,Yes,1,59,882.9205,1
13,749089,1275,3,2,200,30.2,8.9,30,14.1,94.8,1.3,4,8,2,No,white,Yes,3,42,967.4705,1
15,774356,1751,6,4,383,43.2,9.5,44,6.7,94.5,1.72,9,2,5,No,blue,Yes,1,28,230.2705,1
16,709287,1470,3,1,200,6.3,7.3,53,8.3,95.1,1.06,5,6,6,No,yellow,Yes,1,34,1393.0705,1
22,616447,1094,6,5,737,44.5,9,13,11.4,95.4,1.43,1,3,8,No,yellow,Yes,1,53,506.7205,0
23,546873,941,3,1,267,35.2,9.5,5,13.7,94.9,1.49,7,8,3,No,white,Yes,3,8,1348.4205,0
26,882617,1610,5,5,935,46.9,8.7,10,2.8,90.7,1.59,8,9,7,No,green,Yes,2,43,1256.2705,0
29,1165306,3150,4,5,897,12.8,9.8,16,3.9,93.9,1.37,8,8,7,No,red,Yes,1,26,1284.7705,1
38,731950,1666,5,6,363,26.1,8.1,41,9.8,93.7,1.11,5,7,4,No,yellow,Yes,3,-3,1248.6705,0
41,629990,1934,3,4,363,55.4,9.2,59,5.1,99,1.67,2,4,3,No,green,Yes,2,8,1203.0705,1
42,911354,2353,2,1,654,24.7,9.7,74,15.7,96.3,1.54,3,6,7,No,green,Yes,3,31,311.9705,0
43,590143,1022,4,5,966,36.2,7.7,7,1.5,92.9,1.92,6,7,5,No,green,Yes,2,46,1281.9205,1
50,786576,2066,2,5,570,44.6,8.3,3,0.6,91.1,1.56,7,5,5,No,blue,Yes,3,30,463.0205,1
53,887514,2115,3,2,824,16.3,6.8,41,0.5,93.5,0.76,6,1,10,No,red,Yes,2,21,221.7205,0
58,846315,2106,3,5,357,30.9,9.7,4,13.3,96.5,0.99,5,10,8,No,white,Yes,1,50,1095.7205,0
60,775762,1657,2,5,726,6.3,6.1,8,9.6,97.8,1.16,2,7,3,No,blue,Yes,2,49,807.8705,0
62,889185,1985,5,7,1454,56.3,9.1,40,2.2,95.3,0.86,3,2,8,No,blue,Yes,2,38,928.5205,1
63,643657,1290,4,4,614,47.7,6.2,8,28.2,93.8,1.6,2,3,3,No,green,Yes,3,24,1058.6705,0
71,886730,2199,4,4,868,9.1,8.5,14,1.8,96.5,1.18,5,1,4,No,blue,Yes,3,50,387.0205,1
73,424755,1051,4,2,612,53,6.5,37,11.5,88.2,1.52,8,2,4,No,white,Yes,2,60,329.0705,1
85,966298,2848,5,2,953,53,6.6,4,0.5,95,1.3,9,4,7,No,green,Yes,3,49,1455.7705,0
92,901159,2959,2,2,1089,20.9,8.4,21,15.8,90.2,1.71,7,8,7,No,green,Yes,3,14,1146.0705,0
97,945099,2217,2,4,1321,10.6,8.6,7,3.8,95.1,1.24,4,10,10,No,blue,Yes,2,50,962.7205,0
103,957561,2888,3,2,1050,19.9,9.5,29,16,85.7,1.44,4,10,10,No,green,Yes,2,42,417.4205,0
106,735013,1960,3,3,200,18.9,5.4,1,2.9,94.6,1.48,9,10,5,No,yellow,Yes,2,5,517.1705,0
113,1090273,3106,3,3,1392,27.2,8.4,57,1.6,95.5,1.36,10,5,1,No,green,Yes,2,18,107.7205,0
119,833114,1535,1,7,200,24.3,8.2,4,9.7,94.8,1.65,3,10,1,No,red,Yes,3,25,1173.6205,0
120,575905,1251,5,3,607,2.1,7.7,12,26,99,1.21,10,10,7,No,green,Yes,2,3,664.4205,1
129,587511,1392,1,6,200,20.8,7.7,91,13.4,89.7,1.48,6,8,5,No,yellow,Yes,2,-3,1061.5205,0
135,902869,1732,5,6,553,42.1,8.5,24,3.9,93.6,1.33,3,3,5,No,red,Yes,3,-5,1259.1205,1
137,668920,1765,3,4,473,50.2,6.6,32,0.9,94.8,1.14,10,5,3,No,green,Yes,1,33,168.5205,0
139,1134820,2459,5,4,1074,68.4,9.2,3,4.7,90.9,0.79,1,2,1,No,red,Yes,2,52,217.9205,1
142,956474,3194,4,4,1499,27,7.2,14,27.3,96.4,1.34,3,4,3,No,red,Yes,1,55,16.5205,0
146,609237,717,3,2,402,9.6,7.9,36,8.9,89.9,1.6,4,6,3,No,white,Yes,2,26,733.7705,0
154,904630,1386,4,5,942,5.8,9.4,43,0.5,91,1.67,5,4,8,No,white,Yes,2,46,535.2205,0
156,848026,1668,2,4,858,59.6,8.4,16,0.6,90.4,1.15,9,7,8,No,blue,Yes,1,48,795.5205,1
161,856291,1808,5,5,604,36.5,9.5,14,5,88,1.38,6,4,5,No,red,Yes,1,62,164.7205,1
164,522886,947,5,5,553,41,7.1,11,10,92.3,1.15,8,2,7,No,white,Yes,2,26,1095.7205,1
169,723700,2542,6,1,685,47.1,4.5,27,7.6,91.2,0.77,3,8,6,No,white,Yes,2,12,152.3705,0
180,833703,1596,5,3,641,35.8,6.8,23,0.5,89.5,1.26,10,5,8,No,blue,Yes,2,29,1063.4205,1
185,715644,1522,5,5,381,40.8,9.5,28,2.6,98.3,1.1,6,5,3,No,yellow,Yes,2,33,985.5205,1
187,1425376,4096,2,3,1140,18.6,8.2,7,0.5,95.9,0.87,10,10,2,No,yellow,Yes,3,60,1285.7205,1
192,768290,1974,6,5,422,50.7,9.4,9,23.1,94.3,1.43,7,10,10,No,blue,Yes,2,9,206.5205,0
194,612678,770,3,2,200,16.4,7.5,7,12.2,89.3,1.91,4,5,7,No,white,Yes,2,-4,1366.4705,0
196,858938,1513,3,2,200,11.9,9.8,13,11.1,93.6,1.52,5,1,8,No,green,Yes,2,-6,689.1205,0
198,741752,1041,4,5,581,31.8,9.4,31,5.8,96.1,1.33,3,2,9,No,blue,Yes,3,62,1065.3205,0
201,677013,1960,1,6,744,38.2,8.4,1,14.4,85.8,0.91,10,3,5,No,blue,Yes,2,6,102.0205,1
202,704944,1229,2,4,941,9.8,7.9,56,5,88.3,1.42,2,6,2,No,red,Yes,1,5,430.7205,1
207,856279,2140,2,1,1833,8.9,8.7,56,8.3,91.6,1.16,3,2,6,No,white,Yes,3,25,1096.6705,0
208,632300,700,1,3,255,35.7,7,1,6.6,94.5,1.52,1,3,1,No,white,Yes,2,37,1397.8205,1
213,787773,2380,2,5,879,26.8,9.3,22,22.3,91,1.23,8,4,9,No,blue,Yes,3,6,1382.6205,0
214,621291,939,3,3,200,39.5,8.3,24,30.1,88.9,0.86,6,8,5,No,green,Yes,3,17,1052.0205,1
219,868810,2016,5,6,663,24.7,7.5,4,15.7,91.4,1.29,5,3,5,No,white,Yes,1,-4,1489.9705,0
222,849600,2419,5,2,1349,16.6,6.3,41,14.2,91.9,1.23,9,6,10,No,yellow,Yes,2,16,1104.2705,0
225,860606,1113,3,5,755,0.9,9.2,24,3.3,99,1.71,7,5,6,No,green,Yes,3,62,98.2205,1
227,1184077,3462,3,2,1252,44.3,8.2,11,2.1,98.6,1.46,2,7,7,No,blue,Yes,2,53,1261.9705,1
234,808187,2148,5,5,1289,2.7,6.3,30,7,95,1.3,5,3,2,No,blue,Yes,3,61,979.8205,1
236,499887,1191,6,7,719,69.3,9.6,100,2.4,94.2,1.35,1,9,4,No,yellow,Yes,1,6,1483.3205,0
239,933554,2993,5,2,1294,33.4,9.2,99,9.5,88.6,1.31,6,6,4,No,yellow,Yes,2,53,957.9705,1
244,908866,2299,3,4,200,35.7,9.1,16,1,95.9,1.49,2,5,2,No,blue,Yes,1,37,397.4705,0
248,1242788,3882,2,5,1300,23.9,8.9,11,8.1,95.6,1.58,2,9,10,No,green,Yes,2,61,639.7205,0
250,680496,1764,2,4,200,36,7.1,7,8.4,91.5,0.83,5,1,4,No,blue,Yes,2,47,455.4205,1
255,660763,1954,4,6,608,13.9,5.7,0,1.1,89.5,1.28,10,10,4,No,white,Yes,2,10,1505.1705,1
258,835220,2963,5,5,1169,47.1,8.2,6,12.8,96.9,1.21,8,5,1,No,red,Yes,1,16,156.1705,0
260,446340,1319,3,6,651,29.4,7.3,66,17.1,87.3,0.98,10,6,5,No,white,Yes,1,47,878.1705,0
261,831211,2552,3,5,1108,9.1,8,55,28.7,93.7,1.28,5,2,10,No,yellow,Yes,2,40,1265.7705,1
265,966063,1763,2,5,1022,9.6,9.5,22,2.9,92,0.92,10,6,7,No,white,Yes,2,14,1031.1205,0
271,817174,1719,5,4,436,37.6,6.7,7,4.7,91.6,1.2,8,2,7,No,green,Yes,3,39,55.4705,1
276,698676,1737,4,2,200,46.3,8.8,19,18.7,88.2,1.72,2,2,6,No,white,Yes,2,37,922.8205,1
288,915998,1921,5,1,762,28.5,8.8,81,6.2,91.9,1.72,9,8,10,No,blue,Yes,2,16,887.6705,0
289,906632,3053,2,2,837,36.3,6.4,89,2.6,95.9,2.01,5,8,6,No,blue,Yes,1,58,719.5205,1
290,795251,2225,4,4,918,20.2,8.9,54,19.7,91.3,1.65,6,1,2,No,yellow,Yes,2,33,329.0705,0
291,911544,2151,1,4,1350,5,7.5,11,4.8,93.5,2.22,8,1,5,No,red,Yes,3,31,288.2205,1
294,853996,1673,2,6,840,44.3,9.8,67,3.9,90.8,1.29,3,3,3,No,green,Yes,3,48,1431.0705,1
298,827160,1881,4,4,1032,48.4,8.8,13,3.9,93.5,1.52,5,1,1,No,blue,Yes,1,19,106.7705,1
302,473573,1116,4,6,415,12.2,5,47,9.6,94.1,1.5,3,2,4,No,blue,Yes,3,10,280.6205,1
307,707225,1444,6,4,336,29.3,9.2,34,0.5,89.9,2,4,10,2,No,white,Yes,2,56,139.0705,1
312,501338,977,3,4,660,9.4,7.2,100,10.4,94.9,1.17,4,10,2,No,blue,Yes,2,1,420.2705,1
313,764546,2140,5,2,975,32,8.7,4,0.6,92.6,1.11,1,10,2,No,blue,Yes,2,58,497.2205,0
326,955344,2587,5,3,1435,37.6,8.1,34,1.2,96.7,1.23,4,9,4,No,blue,Yes,2,7,1072.9205,0
329,1059565,3263,2,7,1161,51.2,9.1,1,3.1,96.3,1.39,6,3,9,No,white,Yes,3,-4,208.4205,1
330,858895,1564,5,3,700,17,9.5,37,0.6,93.3,1.38,8,8,10,No,blue,Yes,2,21,746.1205,1
339,402302,874,4,7,200,19.6,7.2,100,22.5,92.2,1.43,1,1,5,No,green,Yes,3,5,838.2705,1
340,710934,1611,4,4,393,13,6.7,39,4,92.5,0.62,8,9,2,No,yellow,Yes,3,28,841.1205,1
341,1122298,2502,2,4,200,31.1,8.3,3,5.5,98.8,1.56,3,3,3,No,red,Yes,2,58,1169.8205,1
346,658170,1817,2,3,763,34.2,7.7,16,26.6,94.4,1.05,9,5,9,No,yellow,Yes,1,37,279.6705,1
352,715840,1830,1,5,804,55.6,9.1,42,12.1,91.3,1.69,8,5,5,No,blue,Yes,2,15,287.2705,0
353,701110,1650,3,5,896,42.1,6.4,11,0.5,93.3,1.88,3,9,7,No,red,Yes,2,35,1467.1705,0
365,730567,1461,4,6,526,25.9,7.6,1,11,99,1.79,2,3,2,No,yellow,Yes,1,19,1280.0205,0
378,1262265,3679,2,5,1117,11.9,6.5,9,0.5,93.1,1.28,7,7,2,No,yellow,Yes,1,36,1417.7705,0
384,702639,1929,6,4,1000,17.5,9,7,4,90.4,1.33,8,3,6,No,red,Yes,2,19,1352.2205,1
392,711776,2398,4,2,898,39.9,7.1,100,0.7,90.6,1.33,4,8,9,No,green,Yes,3,0,384.1705,0
393,827188,2016,2,4,865,49.2,7,32,6.5,86.4,1.16,2,8,8,No,yellow,Yes,3,46,283.4705,0
397,469060,1313,2,4,558,54.4,6.6,63,2.6,93.2,0.73,3,2,5,No,white,Yes,1,27,1155.5705,0
400,984083,2504,4,6,1287,36,8.8,6,9.6,96.6,1.28,6,7,1,No,red,Yes,3,55,1234.4205,0
406,817283,2421,4,3,884,25.3,6.6,1,5,85.3,1.43,3,10,5,No,blue,Yes,3,44,1466.2205,1
407,695818,1729,3,1,200,13.5,8.2,19,25.9,90.1,1.3,1,7,9,No,yellow,Yes,2,10,192.2705,1
410,800301,2446,2,1,1017,49.6,8.4,9,19.3,95.8,1.34,9,3,2,No,green,Yes,1,42,729.0205,0
412,991527,1762,4,3,763,8.1,9.5,5,13.7,87.3,1.55,10,8,9,No,white,Yes,2,33,1363.6205,0
419,831518,1592,4,7,615,10.5,7.4,39,20.2,93.9,1.83,7,1,10,No,yellow,Yes,3,-3,1303.7705,1
425,680761,1313,5,6,818,7.9,6.5,1,17.3,92.9,0.87,3,2,5,No,red,Yes,3,26,490.5705,0
426,758669,1211,5,7,742,46.8,8.7,7,3.3,92.5,0.9,7,8,8,No,blue,Yes,1,51,1451.0205,0
427,834991,2035,2,4,363,11.2,9.3,17,9.6,90.8,1.34,4,7,8,No,green,Yes,3,24,210.3205,0
433,784107,1949,4,3,804,38.2,7.2,5,0.6,91.4,1.25,5,5,1,No,green,Yes,3,20,122.9205,1
434,763458,1479,2,4,660,26.2,8.7,25,6.1,88.6,1.1,8,2,6,No,green,Yes,3,24,977.9205,0
439,892886,1598,6,1,886,24.5,9.5,7,10.3,92.9,0.9,6,4,5,No,blue,Yes,2,19,645.4205,1
445,723256,914,1,5,1435,9.6,9.3,18,5.3,97.7,1.6,2,8,6,No,red,Yes,2,4,687.2205,1
447,745004,1324,5,1,709,42,8.4,26,7.7,88.1,1.8,5,10,9,No,blue,Yes,2,45,521.9205,0
451,776173,1514,2,5,818,17.5,9.5,17,2.4,86.7,1.05,8,1,8,No,yellow,Yes,3,43,253.0705,0
460,770188,2269,4,5,776,38.3,5.1,18,0.5,93.4,1.11,8,10,5,No,red,Yes,2,17,667.2705,0
466,809795,1201,6,5,881,16.5,6.1,26,1.4,88.5,1,1,7,3,No,yellow,Yes,2,59,1499.4705,1
468,807701,2083,2,6,749,23.9,7.4,51,10.4,91.9,1.65,2,10,10,No,green,Yes,1,-4,632.1205,1
469,848161,1869,4,5,878,18.7,7.5,10,6,98.3,1.42,8,6,1,No,yellow,Yes,3,23,296.7705,1
471,724254,2016,3,4,969,16.1,5.9,1,7.7,99,1.9,1,8,2,No,yellow,Yes,1,59,344.2705,0
474,984246,2178,5,6,1114,12.5,8.5,9,7.1,93.5,1.44,10,5,4,No,blue,Yes,1,41,1485.2205,0
496,1146164,3238,2,5,1226,27.2,7.7,30,22.7,95.9,1.39,8,5,9,No,white,Yes,3,34,546.6205,1
499,609605,842,6,7,337,55.6,8.8,4,0.5,94.8,1.6,9,1,10,No,blue,Yes,1,20,290.1205,1
6,803316,2056,3,7,1192,11.7,6.9,41,1.6,96,1.15,5,1,4,No,white,Yes,3,4,459.2205,1
7,946971,2292,1,6,1111,16.2,9.4,11,5.5,91.7,1.12,10,8,8,No,white,Yes,2,48,1479.5205,0
8,730828,1975,1,4,635,5,7.9,100,20,86.1,1.07,7,3,1,No,blue,Yes,1,43,1181.2205,1
10,920044,1757,2,6,1199,33.7,9.2,10,2.4,99,1.12,3,9,9,No,green,Yes,2,22,1006.4205,0
13,758281,1465,5,3,200,11.6,8.1,53,6.8,98.7,1.52,4,7,5,No,red,Yes,2,35,663.4705,0
18,896283,2030,6,1,536,4.9,7.1,41,0.5,93.2,1.16,8,10,1,No,green,Yes,2,45,341.4205,1
20,773334,1315,4,3,261,18.3,9.4,17,5.9,99,0.66,7,3,2,No,blue,Yes,2,57,1214.4705,1
24,1071297,3721,6,3,1172,15.7,6,25,6.2,82.4,1.23,7,9,8,No,blue,Yes,2,60,20.3205,0
25,1041182,2721,2,6,699,32.2,9.4,1,3.1,93.5,1.52,1,8,3,No,yellow,Yes,2,17,482.0205,0
33,763232,2145,2,2,1349,47.8,5.4,12,2.8,90.5,0.55,7,5,7,No,red,Yes,2,25,421.2205,0
38,743598,1619,3,5,838,57.9,8.9,58,3.3,95.9,1.4,8,1,5,No,green,Yes,3,14,687.2205,0
40,915163,2354,2,4,695,13.4,8.2,4,11.9,89.4,1.22,7,9,4,No,red,Yes,2,52,1472.8705,0
45,850280,2049,2,2,854,25.5,9.7,8,31.2,86,1.02,2,4,1,No,blue,Yes,1,34,116.2705,1
47,823970,1738,2,3,229,28.5,6.2,6,7.4,88.8,1.67,5,4,3,No,blue,Yes,1,7,772.7205,0
49,845506,2078,5,5,1464,9.7,8.7,9,18.6,94.4,1.2,5,9,2,No,blue,Yes,3,4,1361.7205,1
53,1010952,2443,3,7,671,8.9,7.8,23,0.9,88.7,1.15,9,1,1,No,red,Yes,2,36,755.6205,1
60,914227,2264,2,6,969,3.7,7.5,40,5.8,88.1,1.4,2,6,10,No,yellow,Yes,3,46,1431.0705,0
65,971156,2375,3,2,593,28.3,8.2,7,2.9,95.1,1.59,7,5,9,No,white,Yes,2,59,751.8205,1
67,1057159,2426,4,7,1059,8.7,8.4,12,8.6,98.3,1.79,8,4,2,No,red,Yes,3,30,733.7705,0
78,999552,3404,1,1,1365,31.6,6.7,41,10,94.2,2,5,2,10,No,white,Yes,2,6,1320.8705,1
80,874901,2408,4,3,400,33.8,8.4,48,1.7,97,1,5,5,6,No,white,Yes,2,60,1005.4705,0
95,708182,1795,2,2,642,20.7,6.6,27,2.1,95.2,1.26,4,6,5,No,red,Yes,2,-3,1163.1705,1
96,715470,1902,1,2,494,56.3,8.1,35,2.5,93.8,2.15,4,6,6,No,green,Yes,3,34,1199.2705,1
105,525187,1228,4,5,748,47.7,8.7,31,17.7,91.4,0.96,9,2,1,No,green,Yes,3,41,370.8705,0
109,997444,2289,2,2,641,17.5,9.8,2,5.7,91.6,1.29,8,5,3,No,green,Yes,1,26,347.1205,1
112,691705,888,2,2,200,15.9,8,23,13.7,97.1,1.29,4,1,2,No,blue,Yes,3,-5,1241.0705,0
123,717363,1319,5,5,671,40.5,8.6,19,4.2,98.5,1.57,2,10,1,No,blue,Yes,2,10,315.7705,0
124,778201,2358,2,5,1084,8.9,7.6,81,17.5,93.5,1.18,8,3,4,No,green,Yes,3,28,395.5705,1
126,1097741,2799,1,4,1465,23.6,9.2,12,8.3,90.3,1.55,5,6,2,No,white,Yes,2,37,878.1705,1
138,807262,1174,6,2,200,6.8,9.6,25,1.3,93.6,1.48,6,9,5,No,green,Yes,1,53,990.2705,0
141,863352,2393,2,6,735,35.3,6.1,2,3.8,87.3,2.11,6,5,8,No,green,Yes,3,51,613.1205,1
142,924705,1883,5,4,519,17.6,8.2,2,5,94.3,1,5,6,7,No,blue,Yes,2,52,227.4205,0
154,985461,2239,3,3,703,48.6,9,20,2.1,91.6,1.61,1,10,4,No,blue,Yes,2,14,1128.0205,1
155,975203,2302,2,2,971,33.8,8.4,31,11.8,92.5,1.88,4,3,9,No,red,Yes,3,9,1119.4705,1
158,732641,1295,4,6,855,58.1,8.1,8,0.9,91.4,1.38,5,10,1,No,blue,Yes,3,48,7.9705,0
159,791443,1962,5,7,746,38,9,98,10.5,99,1.81,1,10,6,No,red,Yes,2,11,13.6705,1
160,763981,1359,5,5,546,57.1,9,29,6,92,0.88,8,2,8,No,green,Yes,2,46,295.8205,1
163,797328,1477,3,6,1062,39.5,8.5,54,0.5,97.1,1.43,2,10,9,No,yellow,Yes,1,2,1449.1205,1
170,777492,1823,2,7,1176,24.4,9.3,3,7.8,87.8,1.31,1,3,5,No,blue,Yes,2,36,1070.0705,0
173,933229,2129,5,4,1610,12.2,8.7,13,5.9,94.2,0.9,4,8,5,No,blue,Yes,3,9,710.9705,0
174,701581,1244,3,7,424,20.8,9.6,65,0.5,92.8,1.82,5,3,4,No,red,Yes,3,-3,1500.4205,1
175,919506,2401,5,3,765,9.5,8,40,2,91.9,1.75,8,3,6,No,blue,Yes,2,55,1402.5705,1
177,782376,2294,4,6,679,58.5,7.7,31,9.6,94,1.89,8,6,3,No,red,Yes,3,-3,1127.0705,1
180,858089,1966,5,3,695,4.1,9.3,27,3.1,92.8,1.66,3,1,1,No,blue,Yes,3,4,1015.9205,1
