,EmployeeNumber,Age,Turnover,HourlyRate,HoursWeekly,CompensationType,AnnualSalary_Calc,DrivingCommuterDistance,JobRoleArea,Gender,MaritalStatus,NumCompaniesPreviouslyWorked_capped,AnnualProfessionalDevHrs_capped,PaycheckMethod,TextMessageOptIn,Tenure_Calc_capped
3618,22916,44,Yes,93.95,40,Salary,195416.0,249,Research,Female,Single,15.5,11.0,Mailed Check,No,25
2780,22920,26,Yes,43.43,40,Salary,90334.40000000001,87,Human Resources,Female,Single,2.0,19.0,Direct Deposit,No,0
3517,22921,62,Yes,19.29,40,Salary,40123.2,443,InformationTechnology,Prefer Not to Answer,Married,5.0,25.0,Direct Deposit,No,37
597,22929,65,No,51.22,40,Salary,106537.6,112,Sales,Female,Married,7.0,21.0,Direct Deposit,No,16
3795,22933,26,Yes,76.27,40,Salary,158641.59999999998,172,Research,Male,Single,9.0,8.0,Mailed Check,Yes,0
2224,22934,41,Yes,26.79,40,Salary,55723.2,202,Manufacturing,Prefer Not to Answer,Divorced,2.0,6.0,Mailed Check,Yes,1
5210,22936,60,No,17.72,40,Salary,36857.6,202,Manufacturing,Male,Single,3.0,7.0,Direct Deposit,No,30
1215,22937,63,No,71.11,40,Salary,147908.80000000002,362,Sales,Prefer Not to Answer,Divorced,9.0,24.0,Mailed Check,No,29
2159,22943,51,No,35.33,40,Salary,73486.4,226,Sales,Prefer Not to Answer,Married,6.0,19.0,Direct Deposit,No,10
12718,22946,57,Yes,84.89,40,Salary,176571.19999999998,137,Research,Female,Divorced,8.0,20.0,Direct Deposit,No,3
4148,22950,50,Yes,57.99,40,Salary,120619.2,101,Research,Female,Single,15.5,11.0,Direct Deposit,Yes,28
3454,22954,57,No,46.34,40,Salary,96387.20000000001,252,Manufacturing,Male,Married,9.0,1.0,Direct Deposit,No,18
5652,22956,45,Yes,89.94,40,Salary,187075.19999999998,378,Human Resources,Prefer Not to Answer,Married,3.0,18.0,Mailed Check,No,8
5748,22957,39,No,94.7,40,Salary,196976.0,381,Manufacturing,Prefer Not to Answer,Divorced,3.0,4.0,Mailed Check,No,13
2267,22960,24,No,84.93,40,Salary,176654.40000000002,145,Marketing,Prefer Not to Answer,Single,15.5,8.0,Mailed Check,No,0
3615,22961,64,Yes,62.34,40,Salary,129667.20000000001,162,HumanResources,Prefer Not to Answer,Single,4.0,14.0,Mailed Check,Yes,15
2643,22963,37,No,32.72,40,Salary,68057.59999999999,203,Information_Technology,Male,Divorced,1.0,25.0,Mailed Check,Yes,0
2167,22964,30,No,26.7,40,Salary,55536.0,178,Information_Technology,Prefer Not to Answer,Married,4.0,22.0,Direct Deposit,No,11
18,22966,44,Yes,43.34,40,Salary,90147.20000000001,205,InformationTechnology,Female,Married,8.0,6.0,Direct Deposit,No,2
439,22968,36,No,95.94,40,Salary,199555.19999999998,226,Human Resources,Prefer Not to Answer,Divorced,8.0,12.0,Mailed Check,No,1
2483,22974,62,No,27.25,40,Salary,56680.0,315,Research,Male,Divorced,2.0,7.0,Mailed Check,Yes,5
990,22994,22,No,97.27,40,Salary,202321.59999999998,266,Healthcare,Prefer Not to Answer,Divorced,5.0,8.0,Direct Deposit,No,0
3748,22996,63,No,35.44,40,Salary,73715.2,128,Marketing,Male,Single,5.0,16.0,Direct Deposit,No,35
12799,22997,35,No,81.15,40,Salary,168792.0,377,Marketing,Prefer Not to Answer,Married,4.0,6.0,Mailed Check,No,7
4650,22998,56,Yes,94.17,40,Salary,195873.6,469,Information_Technology,Female,Single,15.5,8.0,Mailed Check,No,24
5942,23000,25,No,93.63,40,Salary,194750.4,92,Manufacturing,Prefer Not to Answer,Single,1.0,15.0,Mailed Check,No,12
12242,23006,64,No,57.21,40,Salary,118996.8,487,Healthcare,Male,Divorced,5.0,3.0,Mailed Check,No,7
1746,23016,59,Yes,33.26,40,Salary,69180.79999999999,145,Sales,Prefer Not to Answer,Divorced,7.0,25.0,Mailed Check,Yes,37
5032,23018,18,No,28.77,40,Salary,59841.6,251,HumanResources,Prefer Not to Answer,Divorced,6.0,13.0,Direct Deposit,No,0
4955,23019,44,No,36.87,40,Salary,76689.59999999999,279,Research,Prefer Not to Answer,Single,3.0,22.0,Mailed Check,No,1
2717,23028,39,Yes,36.89,40,Salary,76731.2,222,Sales,Female,Divorced,5.0,22.0,Direct Deposit,No,0
3634,23032,27,Yes,73.04,40,Salary,151923.2,172,Sales,Male,Divorced,15.5,39.5,Direct Deposit,No,0
28,23039,52,Yes,86.18,40,Salary,179254.40000000002,40,Human Resources,Male,Married,1.0,10.0,Mailed Check,Yes,14
5399,23040,63,Yes,93.59,40,Salary,194667.2,282,Healthcare,Male,Married,5.0,25.0,Direct Deposit,No,32
12418,23041,43,No,80.06,40,Salary,166524.80000000002,472,Human_Resources,Female,Divorced,5.0,9.0,Mailed Check,No,2
5761,23044,54,No,85.18,40,Salary,177174.40000000002,288,HumanResources,Male,Married,6.0,4.0,Mailed Check,No,10
5586,23046,24,No,66.89,40,Salary,139131.19999999998,348,InformationTechnology,Prefer Not to Answer,Single,1.0,7.0,Direct Deposit,Yes,0
12654,23048,35,No,21.93,40,Salary,45614.4,57,Manufacturing,Prefer Not to Answer,Single,9.0,22.0,Direct Deposit,No,17
4916,23050,32,No,98.17,40,Salary,204193.6,428,InformationTechnology,Male,Divorced,6.0,17.0,Direct Deposit,Yes,0
445,23051,64,Yes,55.44,40,Salary,115315.2,432,Research,Prefer Not to Answer,Divorced,15.5,22.0,Direct Deposit,Yes,20
1586,23053,29,No,95.91,40,Salary,199492.8,28,Human_Resources,Male,Married,6.0,10.0,Direct Deposit,Yes,4
273,23055,55,No,95.15,40,Salary,197912.0,63,Human_Resources,Female,Divorced,5.0,23.0,Direct Deposit,No,21
798,23060,30,Yes,63.46,40,Salary,131996.80000000002,329,InformationTechnology,Female,Single,7.0,14.0,Direct Deposit,Yes,11
2743,23065,52,No,65.45,40,Salary,136136.0,206,HumanResources,Prefer Not to Answer,Divorced,7.0,15.0,Mailed Check,Yes,6
1340,23067,34,No,67.34,40,Salary,140067.2,419,InformationTechnology,Female,Married,2.0,14.0,Direct Deposit,No,6
3771,23074,61,No,47.24,40,Salary,98259.20000000001,489,Information_Technology,Male,Single,8.0,16.0,Direct Deposit,Yes,33
5726,23075,22,No,78.35,40,Salary,162968.0,186,Research,Female,Married,8.0,13.0,Mailed Check,Yes,10
1729,23076,61,No,66.11,40,Salary,137508.80000000002,354,Manufacturing,Prefer Not to Answer,Single,15.5,11.0,Direct Deposit,No,6
5926,23080,59,Yes,18.92,40,Salary,39353.600000000006,16,Healthcare,Prefer Not to Answer,Single,4.0,25.0,Mailed Check,No,20
5012,23081,35,Yes,97.79,40,Salary,203403.2,295,Information_Technology,Male,Single,15.5,6.0,Mailed Check,No,11
3677,23083,57,Yes,26.84,40,Salary,55827.2,262,Human Resources,Male,Married,15.5,39.5,Mailed Check,Yes,17
3821,23084,57,Yes,19.62,40,Salary,40809.600000000006,24,Information_Technology,Female,Married,15.5,10.0,Direct Deposit,No,18
2111,23094,52,No,63.15,40,Salary,131352.0,205,HumanResources,Female,Married,3.0,7.0,Direct Deposit,Yes,25
5067,23095,56,No,70.17,40,Salary,145953.6,402,Human_Resources,Prefer Not to Answer,Divorced,9.0,10.0,Mailed Check,Yes,16
1662,23098,43,Yes,20.53,40,Salary,42702.4,433,Marketing,Male,Single,5.0,12.0,Direct Deposit,No,20
1266,23105,27,No,79.88,40,Salary,166150.4,41,Research,Male,Married,9.0,39.5,Direct Deposit,No,2
5201,23106,56,Yes,68.04,40,Salary,141523.2,488,Marketing,Male,Single,4.0,24.0,Direct Deposit,Yes,14
12618,23116,34,Yes,27.64,40,Salary,57491.2,478,Laboratory,Female,Single,1.0,5.0,Direct Deposit,Yes,4
1036,23118,20,No,29.34,40,Salary,61027.2,478,Sales,Female,Single,8.0,19.0,Direct Deposit,Yes,0
4983,23123,57,Yes,83.97,40,Salary,174657.6,280,Sales,Prefer Not to Answer,Divorced,6.0,21.0,Direct Deposit,No,2
13130,23124,42,Yes,50.54,40,Salary,105123.2,494,Research,Male,Divorced,6.0,13.0,Mailed Check,No,21
835,23126,27,No,98.88,40,Salary,205670.4,17,Information Technology,Male,Divorced,9.0,6.0,Direct Deposit,No,8
3082,23128,56,No,80.48,40,Salary,167398.40000000002,173,Human Resources,Male,Single,15.5,3.0,Direct Deposit,Yes,24
3849,23130,40,Yes,67.65,40,Salary,140712.0,148,InformationTechnology,Prefer Not to Answer,Single,5.0,21.0,Direct Deposit,No,2
3379,23133,59,Yes,50.74,40,Salary,105539.20000000001,160,Human_Resources,Male,Divorced,4.0,22.0,Mailed Check,No,23
3738,23143,33,Yes,94.42,40,Salary,196393.6,483,Laboratory,Male,Single,7.0,9.0,Mailed Check,No,0
3048,23145,27,No,44.3,40,Salary,92144.0,234,Information_Technology,Prefer Not to Answer,Single,5.0,11.0,Mailed Check,No,0
1641,23147,33,No,36.57,40,Salary,76065.59999999999,352,Information Technology,Male,Single,1.0,7.0,Direct Deposit,No,0
956,23148,57,No,56.78,40,Salary,118102.4,10,InformationTechnology,Male,Single,6.0,2.0,Direct Deposit,Yes,2
60,23149,46,No,80.07,40,Salary,166545.59999999998,99,Marketing,Female,Single,1.0,19.0,Direct Deposit,No,0
2433,23152,37,Yes,68.62,40,Salary,142729.6,427,Research,Prefer Not to Answer,Single,6.0,9.0,Mailed Check,No,6
2619,23153,45,No,64.27,40,Salary,133681.59999999998,295,Information_Technology,Male,Single,3.0,16.0,Mailed Check,No,3
2919,23154,20,Yes,51.33,40,Salary,106766.4,200,Human_Resources,Prefer Not to Answer,Married,4.0,18.0,Direct Deposit,No,0
1899,23155,65,No,98.61,40,Salary,205108.80000000002,38,Human Resources,Prefer Not to Answer,Married,15.5,12.0,Mailed Check,No,28
609,23157,18,No,63.24,40,Salary,131539.19999999998,375,Human Resources,Female,Single,6.0,2.0,Mailed Check,No,0
12494,23158,64,No,35.33,40,Salary,73486.4,171,Sales,Prefer Not to Answer,Married,2.0,19.0,Mailed Check,No,27
842,23160,20,No,21.47,40,Salary,44657.6,211,Research,Prefer Not to Answer,Divorced,3.0,12.0,Mailed Check,No,0
2468,23162,58,Yes,25.05,40,Salary,52104.0,209,Marketing,Male,Married,15.5,5.0,Mailed Check,No,12
4912,23167,65,Yes,80.52,40,Salary,167481.59999999998,64,InformationTechnology,Female,Single,2.0,2.0,Mailed Check,No,21
4269,23168,19,Yes,49.86,40,Salary,103708.8,436,Laboratory,Male,Married,7.0,12.0,Mailed Check,Yes,0
3810,23173,51,Yes,80.62,40,Salary,167689.6,283,Healthcare,Prefer Not to Answer,Divorced,4.0,24.0,Direct Deposit,No,12
3133,23175,20,Yes,57.65,40,Salary,119912.0,225,Information_Technology,Female,Married,6.0,9.0,Mailed Check,No,17
12536,23178,34,Yes,35.26,40,Salary,73340.79999999999,262,Marketing,Male,Single,7.0,2.0,Mailed Check,No,0
1593,23179,56,Yes,67.84,40,Salary,141107.2,295,HumanResources,Male,Married,2.0,10.0,Direct Deposit,Yes,23
2279,23185,55,Yes,36.89,40,Salary,76731.2,379,Laboratory,Female,Married,9.0,1.0,Direct Deposit,No,34
149,23191,47,Yes,25.65,40,Salary,53352.0,77,Human_Resources,Prefer Not to Answer,Married,8.0,5.0,Direct Deposit,Yes,3
3227,23194,45,No,18.71,40,Salary,38916.8,419,HumanResources,Prefer Not to Answer,Divorced,3.0,4.0,Mailed Check,No,6
5486,23197,55,Yes,94.41,40,Salary,196372.8,131,InformationTechnology,Male,Married,2.0,24.0,Mailed Check,Yes,9
5701,23200,60,Yes,84.31,40,Salary,175364.80000000002,301,Sales,Prefer Not to Answer,Divorced,4.0,21.0,Direct Deposit,No,37
3625,23202,65,No,37.02,40,Salary,77001.6,163,Sales,Male,Married,7.0,2.0,Mailed Check,No,37
12388,23216,23,Yes,27.41,40,Salary,57012.8,173,Information Technology,Female,Divorced,8.0,20.0,Mailed Check,Yes,17
1585,23219,34,No,49.36,40,Salary,102668.8,12,Information Technology,Male,Single,2.0,25.0,Mailed Check,Yes,4
403,23222,31,No,47.38,40,Salary,98550.40000000001,464,Information Technology,Prefer Not to Answer,Divorced,4.0,18.0,Direct Deposit,No,11
2779,23237,49,Yes,84.09,40,Salary,174907.2,66,Sales,Male,Single,2.0,15.0,Mailed Check,No,17
13102,23238,33,Yes,94.48,40,Salary,196518.40000000002,202,HumanResources,Female,Single,4.0,39.5,Direct Deposit,Yes,0
5370,23240,52,No,73.23,40,Salary,152318.40000000002,321,Sales,Female,Divorced,6.0,23.0,Mailed Check,No,8
3655,23245,25,No,54.82,40,Salary,114025.6,204,Healthcare,Male,Divorced,8.0,23.0,Direct Deposit,No,3
2791,23247,35,Yes,18.43,40,Salary,38334.4,82,Human_Resources,Female,Single,4.0,3.0,Direct Deposit,No,0
12009,23256,37,No,47.58,40,Salary,98966.4,455,Marketing,Male,Married,7.0,6.0,Direct Deposit,Yes,9
4660,23258,36,No,24.89,40,Salary,51771.200000000004,219,Healthcare,Male,Divorced,7.0,25.0,Mailed Check,No,4
248,23264,63,No,42.91,40,Salary,89252.79999999999,455,Marketing,Prefer Not to Answer,Married,5.0,9.0,Direct Deposit,No,17
12000,23268,40,Yes,75.2,40,Salary,156416.0,197,Manufacturing,Male,Married,9.0,4.0,Mailed Check,Yes,16
1825,23270,61,No,35.86,40,Salary,74588.8,173,InformationTechnology,Female,Single,7.0,12.0,Direct Deposit,Yes,11
12557,23273,55,No,28.45,40,Salary,59176.0,404,Laboratory,Prefer Not to Answer,Single,6.0,12.0,Mailed Check,No,20
3258,23279,26,Yes,37.66,40,Salary,78332.79999999999,338,Information Technology,Female,Married,7.0,24.0,Direct Deposit,No,1
2971,23282,53,No,65.87,40,Salary,137009.6,393,Human Resources,Prefer Not to Answer,Married,7.0,25.0,Mailed Check,Yes,20
5293,23283,31,No,38.71,40,Salary,80516.8,28,InformationTechnology,Female,Divorced,8.0,9.0,Direct Deposit,Yes,8
5002,23284,42,No,31.16,40,Salary,64812.8,106,Information Technology,Male,Divorced,6.0,20.0,Mailed Check,No,9
5873,23285,32,No,22.56,40,Salary,46924.799999999996,368,Sales,Male,Divorced,5.0,21.0,Direct Deposit,No,9
1372,23286,63,No,21.77,40,Salary,45281.6,470,Research,Female,Single,8.0,24.0,Mailed Check,No,16
1560,23290,30,No,50.25,40,Salary,104520.0,9,Human Resources,Female,Married,7.0,9.0,Direct Deposit,No,0
12453,23296,24,No,24.88,40,Salary,51750.399999999994,48,Information Technology,Female,Married,5.0,2.0,Mailed Check,Yes,0
12457,23298,29,No,78.58,40,Salary,163446.4,313,Manufacturing,Female,Single,9.0,16.0,Mailed Check,No,15
3030,23299,53,Yes,19.24,40,Salary,40019.2,282,InformationTechnology,Prefer Not to Answer,Married,6.0,19.0,Direct Deposit,Yes,10
5078,23307,57,Yes,99.89,40,Salary,207771.19999999998,466,Human_Resources,Male,Single,4.0,21.0,Mailed Check,Yes,13
5902,23311,54,No,97.58,40,Salary,202966.4,354,Laboratory,Male,Single,2.0,9.0,Direct Deposit,No,10
5257,23316,39,Yes,85.19,40,Salary,177195.19999999998,363,Healthcare,Prefer Not to Answer,Single,2.0,23.0,Mailed Check,No,0
2541,23320,60,Yes,90.58,40,Salary,188406.4,288,Laboratory,Prefer Not to Answer,Married,9.0,24.0,Direct Deposit,No,27
12629,23321,43,Yes,89.62,40,Salary,186409.6,86,Research,Male,Single,8.0,21.0,Direct Deposit,Yes,12
12083,23322,45,Yes,38.02,40,Salary,79081.6,312,Laboratory,Female,Divorced,6.0,20.0,Mailed Check,Yes,23
4624,23330,24,Yes,70.54,40,Salary,146723.2,233,Information_Technology,Female,Single,3.0,21.0,Direct Deposit,No,0
2638,23331,58,Yes,85.59,40,Salary,178027.2,304,Marketing,Prefer Not to Answer,Single,4.0,3.0,Mailed Check,No,20
3834,23334,44,Yes,70.72,40,Salary,147097.6,147,Information_Technology,Prefer Not to Answer,Married,15.5,15.0,Mailed Check,No,0
344,23337,36,Yes,52.18,40,Salary,108534.4,115,Sales,Prefer Not to Answer,Single,9.0,25.0,Direct Deposit,Yes,3
1600,23342,29,Yes,37.42,40,Salary,77833.6,441,HumanResources,Female,Married,1.0,13.0,Mailed Check,No,17
12133,23348,40,No,45.78,40,Salary,95222.40000000001,312,InformationTechnology,Female,Single,4.0,9.0,Mailed Check,No,0
287,23352,52,Yes,36.75,40,Salary,76440.0,365,Human Resources,Female,Married,1.0,22.0,Mailed Check,No,16
5154,23355,43,No,98.8,40,Salary,205504.0,359,Human Resources,Female,Single,6.0,20.0,Mailed Check,Yes,0
4065,23357,53,No,97.02,40,Salary,201801.59999999998,383,Human Resources,Female,Single,4.0,18.0,Direct Deposit,Yes,28
3092,23359,42,No,53.81,40,Salary,111924.8,117,Sales,Female,Single,8.0,12.0,Direct Deposit,No,1
4286,23363,20,No,17.69,40,Salary,36795.200000000004,225,Healthcare,Prefer Not to Answer,Single,15.5,12.0,Direct Deposit,Yes,10
3250,23364,24,Yes,78.97,40,Salary,164257.6,468,HumanResources,Female,Married,5.0,15.0,Direct Deposit,Yes,0
838,23365,39,Yes,24.09,40,Salary,50107.200000000004,472,Sales,Male,Single,2.0,18.0,Mailed Check,No,4
4733,23366,23,Yes,54.99,40,Salary,114379.2,476,Human Resources,Male,Married,7.0,7.0,Mailed Check,Yes,5
666,23367,33,No,71.46,40,Salary,148636.8,94,Information_Technology,Prefer Not to Answer,Married,8.0,11.0,Mailed Check,No,15
4795,23370,59,Yes,39.05,40,Salary,81224.0,111,Information_Technology,Prefer Not to Answer,Single,7.0,11.0,Mailed Check,No,6
533,23371,28,No,48.55,40,Salary,100984.0,156,Marketing,Prefer Not to Answer,Married,15.5,20.0,Mailed Check,No,8
2882,23373,27,No,19.7,40,Salary,40976.0,111,Research,Prefer Not to Answer,Divorced,4.0,5.0,Direct Deposit,No,0
2185,23375,38,Yes,24.09,40,Salary,50107.200000000004,0,Human Resources,Prefer Not to Answer,Single,5.0,6.0,Direct Deposit,No,17
12603,23376,37,No,97.64,40,Salary,203091.19999999998,346,Information Technology,Prefer Not to Answer,Divorced,7.0,22.0,Mailed Check,Yes,0
2769,23377,45,No,54.04,40,Salary,112403.2,453,Human_Resources,Prefer Not to Answer,Single,4.0,14.0,Mailed Check,Yes,12
2787,23386,34,No,72.03,40,Salary,149822.4,464,Research,Female,Single,3.0,1.0,Direct Deposit,No,8
5490,23393,53,Yes,55.13,40,Salary,114670.40000000001,428,InformationTechnology,Prefer Not to Answer,Married,3.0,9.0,Direct Deposit,No,14
1017,23401,42,No,47.36,40,Salary,98508.8,29,Sales,Male,Single,8.0,25.0,Mailed Check,No,9
2790,23412,31,No,30.64,40,Salary,63731.2,133,Laboratory,Male,Married,7.0,24.0,Mailed Check,Yes,9
4470,23413,54,Yes,95.97,40,Salary,199617.6,391,Information Technology,Prefer Not to Answer,Single,15.5,13.0,Mailed Check,Yes,26
1644,23418,38,Yes,43.98,40,Salary,91478.4,352,Information Technology,Male,Married,7.0,5.0,Mailed Check,Yes,6
3300,23424,39,Yes,41.24,40,Salary,85779.20000000001,19,Human Resources,Female,Divorced,5.0,3.0,Mailed Check,No,10
2373,23425,21,Yes,80.18,40,Salary,166774.40000000002,172,Sales,Male,Single,4.0,20.0,Mailed Check,No,4
3410,23429,51,Yes,18.56,40,Salary,38604.799999999996,85,Sales,Male,Single,6.0,24.0,Mailed Check,No,27
12732,23433,54,Yes,28.38,40,Salary,59030.4,414,Human Resources,Prefer Not to Answer,Divorced,8.0,22.0,Direct Deposit,Yes,23
3715,23434,23,No,52.52,40,Salary,109241.6,438,Marketing,Female,Single,6.0,4.0,Mailed Check,No,0
893,23439,47,Yes,36.63,40,Salary,76190.40000000001,467,Marketing,Prefer Not to Answer,Married,3.0,4.0,Mailed Check,No,21
2311,23444,64,Yes,92.46,40,Salary,192316.8,302,Information Technology,Prefer Not to Answer,Married,8.0,1.0,Direct Deposit,Yes,10
4697,23454,20,No,83.75,40,Salary,174200.0,25,Human_Resources,Male,Single,4.0,22.0,Mailed Check,No,0
3256,23456,53,No,20.69,40,Salary,43035.200000000004,355,Information_Technology,Prefer Not to Answer,Single,15.5,14.0,Direct Deposit,Yes,24
1056,23459,28,Yes,20.88,40,Salary,43430.399999999994,495,Marketing,Male,Married,8.0,17.0,Direct Deposit,No,6
4950,23460,63,Yes,61.26,40,Salary,127420.8,53,Research,Female,Married,1.0,15.0,Mailed Check,Yes,11
4275,23461,53,No,56.63,40,Salary,117790.40000000001,171,HumanResources,Male,Divorced,6.0,24.0,Mailed Check,No,12
5298,23465,56,Yes,88.04,40,Salary,183123.2,359,Manufacturing,Female,Divorced,5.0,3.0,Mailed Check,No,9
839,23467,26,Yes,77.82,40,Salary,161865.59999999998,187,InformationTechnology,Prefer Not to Answer,Divorced,6.0,4.0,Direct Deposit,No,0
74,23473,22,No,74.74,40,Salary,155459.19999999998,493,Healthcare,Male,Divorced,3.0,16.0,Direct Deposit,No,16
1902,23475,62,No,82.39,40,Salary,171371.19999999998,49,Healthcare,Female,Divorced,5.0,5.0,Direct Deposit,Yes,23
1180,23479,58,No,52.63,40,Salary,109470.40000000001,367,Manufacturing,Female,Married,9.0,14.0,Mailed Check,No,15
5333,23483,27,No,43.64,40,Salary,90771.2,148,Sales,Prefer Not to Answer,Divorced,3.0,6.0,Mailed Check,No,0
3446,23486,64,No,83.19,40,Salary,173035.19999999998,120,Information Technology,Prefer Not to Answer,Divorced,1.0,12.0,Direct Deposit,Yes,14
3643,23489,47,Yes,91.39,40,Salary,190091.19999999998,43,Human_Resources,Prefer Not to Answer,Divorced,6.0,5.0,Direct Deposit,Yes,10
5546,23491,56,No,88.94,40,Salary,184995.19999999998,49,Laboratory,Male,Divorced,6.0,22.0,Direct Deposit,No,30
5559,23493,57,Yes,59.23,40,Salary,123198.4,194,InformationTechnology,Prefer Not to Answer,Single,1.0,24.0,Mailed Check,No,15
1607,23499,60,No,17.65,40,Salary,36712.0,149,Healthcare,Female,Married,6.0,22.0,Direct Deposit,No,5
690,23504,53,Yes,43.0,40,Salary,89440.0,156,Human Resources,Female,Married,6.0,23.0,Direct Deposit,No,6
638,23507,32,Yes,67.35,40,Salary,140088.0,147,Research,Prefer Not to Answer,Single,15.5,1.0,Mailed Check,Yes,14
4037,23522,31,Yes,19.25,40,Salary,40040.0,497,Manufacturing,Male,Single,15.5,1.0,Direct Deposit,Yes,1
2212,23526,46,Yes,44.15,40,Salary,91832.0,494,Healthcare,Prefer Not to Answer,Married,3.0,6.0,Mailed Check,Yes,15
4165,23527,27,No,53.18,40,Salary,110614.4,7,Human_Resources,Prefer Not to Answer,Single,6.0,3.0,Direct Deposit,Yes,13
5429,23530,52,Yes,44.28,40,Salary,92102.40000000001,409,Human_Resources,Male,Married,4.0,11.0,Mailed Check,No,20
2524,23536,28,Yes,77.1,40,Salary,160368.0,374,HumanResources,Female,Divorced,9.0,5.0,Direct Deposit,No,7
3695,23538,59,No,49.02,40,Salary,101961.6,405,Healthcare,Prefer Not to Answer,Divorced,4.0,8.0,Mailed Check,No,37
1614,23540,19,Yes,40.44,40,Salary,84115.2,34,Sales,Prefer Not to Answer,Married,15.5,15.0,Direct Deposit,No,13
565,23554,28,Yes,97.8,40,Salary,203424.0,86,Human Resources,Male,Married,15.5,39.5,Mailed Check,Yes,15
1236,23556,37,No,32.95,40,Salary,68536.0,193,Research,Male,Married,3.0,12.0,Mailed Check,No,8
2903,23559,34,Yes,53.79,40,Salary,111883.2,120,Information Technology,Female,Married,8.0,13.0,Mailed Check,Yes,0
12531,23560,27,Yes,58.72,40,Salary,122137.6,278,Laboratory,Male,Single,1.0,20.0,Mailed Check,No,0
2646,23569,56,Yes,96.99,40,Salary,201739.19999999998,357,Healthcare,Female,Single,3.0,19.0,Mailed Check,No,17
4458,23571,59,No,75.76,40,Salary,157580.80000000002,259,Human Resources,Prefer Not to Answer,Divorced,15.5,14.0,Mailed Check,Yes,3
2379,23572,23,Yes,65.44,40,Salary,136115.19999999998,277,Sales,Prefer Not to Answer,Divorced,7.0,15.0,Mailed Check,Yes,0
2434,23582,52,Yes,79.17,40,Salary,164673.6,41,Human Resources,Male,Single,5.0,12.0,Mailed Check,No,23
5567,23586,26,No,23.79,40,Salary,49483.2,242,InformationTechnology,Male,Married,8.0,11.0,Mailed Check,Yes,4
2045,23589,22,No,50.55,40,Salary,105144.0,207,InformationTechnology,Male,Single,8.0,6.0,Mailed Check,No,0
352,23592,40,Yes,98.65,40,Salary,205192.0,131,Marketing,Female,Divorced,2.0,13.0,Direct Deposit,No,5
568,23596,22,No,93.6,40,Salary,194688.0,313,Manufacturing,Prefer Not to Answer,Single,3.0,5.0,Direct Deposit,No,0
293,23597,50,Yes,39.31,40,Salary,81764.8,15,HumanResources,Male,Single,5.0,8.0,Mailed Check,Yes,24
755,23602,43,Yes,99.89,40,Salary,207771.19999999998,173,HumanResources,Prefer Not to Answer,Single,9.0,12.0,Mailed Check,No,17
1411,23605,62,Yes,54.51,40,Salary,113380.8,322,Human Resources,Male,Divorced,2.0,2.0,Mailed Check,Yes,4
1884,23608,63,No,76.44,40,Salary,158995.19999999998,28,Information Technology,Prefer Not to Answer,Divorced,4.0,5.0,Mailed Check,No,13
4146,23613,53,No,63.62,40,Salary,132329.59999999998,307,Information Technology,Female,Single,9.0,4.0,Direct Deposit,No,25
12280,23614,55,Yes,17.56,40,Salary,36524.799999999996,292,Research,Female,Divorced,2.0,13.0,Mailed Check,No,21
158,23622,35,No,52.44,40,Salary,109075.2,43,Information Technology,Female,Divorced,4.0,7.0,Mailed Check,No,0
198,23623,39,No,23.42,40,Salary,48713.600000000006,36,Human_Resources,Prefer Not to Answer,Single,9.0,39.5,Direct Deposit,No,7
5793,23627,36,No,30.6,40,Salary,63648.0,154,Human Resources,Prefer Not to Answer,Single,4.0,17.0,Direct Deposit,No,0
118,23628,18,No,57.8,40,Salary,120224.0,358,Marketing,Prefer Not to Answer,Single,3.0,4.0,Direct Deposit,No,3
4103,23629,61,Yes,90.58,40,Salary,188406.4,62,Human Resources,Female,Single,1.0,3.0,Mailed Check,Yes,21
2342,23631,25,No,81.95,40,Salary,170456.0,75,Information Technology,Prefer Not to Answer,Married,6.0,39.5,Mailed Check,No,7
5798,23632,36,No,84.91,40,Salary,176612.8,364,Marketing,Female,Single,4.0,20.0,Mailed Check,No,0
5481,23633,49,No,84.91,40,Salary,176612.8,284,Healthcare,Prefer Not to Answer,Married,3.0,14.0,Mailed Check,Yes,15
4374,23637,61,Yes,35.64,40,Salary,74131.2,375,Human_Resources,Male,Divorced,7.0,12.0,Mailed Check,No,14
3577,23643,59,Yes,67.93,40,Salary,141294.40000000002,468,Sales,Female,Divorced,1.0,15.0,Mailed Check,No,13
3520,23645,59,Yes,19.87,40,Salary,41329.600000000006,30,Human Resources,Male,Married,9.0,39.5,Mailed Check,No,10
12381,23646,61,No,51.7,40,Salary,107536.0,281,Sales,Female,Single,7.0,14.0,Mailed Check,No,36
142,23648,56,Yes,71.56,40,Salary,148844.80000000002,28,HumanResources,Female,Divorced,2.0,1.0,Direct Deposit,Yes,26
4411,23649,36,No,47.38,40,Salary,98550.40000000001,317,Marketing,Prefer Not to Answer,Married,1.0,17.0,Mailed Check,No,4
3426,23655,18,Yes,80.01,40,Salary,166420.80000000002,305,HumanResources,Female,Divorced,7.0,2.0,Mailed Check,No,2
12353,23658,31,Yes,65.49,40,Salary,136219.19999999998,230,Information Technology,Female,Married,6.0,24.0,Direct Deposit,Yes,14
2165,23659,28,No,36.21,40,Salary,75316.8,279,Research,Male,Single,7.0,14.0,Mailed Check,No,3
2145,23662,64,No,52.44,40,Salary,109075.2,82,Sales,Male,Married,4.0,25.0,Mailed Check,Yes,37
