,SquareFootage_capped,BackyardSpace_capped,CrimeRate_capped,AgeOfHome_capped,DistanceToCityCenter_capped,EmploymentRate_capped,PropertyTaxRate_capped,SchoolRating_Encoded,Fireplace_Encoded,Garage_Encoded
6067,1729.0,245.0,17.0,13.0,1.9,95.0,1.69,2.0,0,0
1587,1644.0,200.0,23.1,14.0,5.4,87.4,1.16,2.0,0,1
1589,1841.0,1047.0,37.5,11.0,11.6,95.1,1.73,2.0,0,1
6442,1168.0,637.0,21.9,19.0,3.1,90.0,0.96,2.0,0,0
5314,1326.0,524.0,16.3,7.0,3.5,93.2,1.61,2.0,0,1
8332,975.0,376.0,26.3,29.0,3.9,95.4,1.14,2.0,1,0
3858,1466.0,573.0,16.7,24.0,1.9,89.6,1.3,2.0,1,1
7824,1188.0,333.0,32.0,4.0,0.5,91.2,0.89,2.0,1,0
8127,1631.0,200.0,42.6,24.0,0.9,95.6,1.48,2.0,1,0
2828,2460.0,811.0,26.1,21.0,23.4,90.6,1.23,2.0,1,1
436,1591.0,200.0,63.1,12.0,11.8,99.0,1.29,2.0,0,1
7341,1348.0,515.0,16.2,17.0,9.5,91.7,1.56,2.0,1,0
3878,1350.0,362.0,22.2,20.0,5.7,95.9,1.58,2.0,1,1
1588,2644.0,1051.0,10.6,24.0,6.7,90.1,1.16,2.0,0,1
2780,1716.0,383.0,8.1,2.0,10.2,89.9,1.71,2.0,1,1
7960,3020.0,1291.0,11.1,61.0,4.0,85.6,1.35,2.0,1,0
7225,2127.0,200.0,2.3,17.0,6.5,92.7,1.1,2.0,1,0
7204,1946.0,728.0,15.7,74.5,0.9,87.1,1.32,2.0,0,0
4727,2298.0,1223.0,8.0,30.0,1.0,96.5,1.83,2.0,0,1
973,1107.0,946.0,27.4,3.0,0.5,90.0,1.76,2.0,0,1
1238,1924.0,925.0,9.4,10.0,11.8,95.1,1.08,2.0,0,1
2951,2769.0,609.0,14.7,1.0,12.5,93.7,1.09,2.0,1,1
2342,1459.0,650.0,33.9,25.0,3.0,95.8,1.27,2.0,0,1
6270,1794.0,869.0,64.8,15.0,22.4,89.8,1.25,2.0,0,0
2158,2257.0,652.0,19.8,34.0,2.8,99.0,1.13,2.0,0,1
5309,1950.0,841.0,30.8,26.0,2.3,89.1,0.96,2.0,0,1
1497,2683.0,497.0,60.1,4.0,23.55,88.9,1.07,2.0,0,1
4545,2704.0,596.0,11.0,1.0,11.8,92.6,1.59,2.0,0,1
4257,1688.0,651.0,41.8,7.0,2.4,95.0,1.0,1.0,1,1
2422,1523.0,424.0,12.7,17.0,8.2,94.5,1.57,2.0,0,1
5185,1769.0,872.0,12.2,3.0,0.5,97.4,0.97,2.0,0,1
357,2510.0,1095.0,13.3,70.0,4.2,98.1,1.37,2.0,0,1
5242,1924.0,279.0,39.6,0.0,8.0,94.8,0.96,2.0,0,1
8935,1181.0,278.0,51.3,36.0,12.1,86.1,1.71,2.0,1,0
8579,1503.0,728.0,18.7,31.0,7.7,90.2,1.63,2.0,1,0
2092,2994.0,422.0,33.1,74.5,2.5,91.4,1.35,2.0,0,1
2015,3566.625,1407.0,13.4,15.0,0.5,95.2,1.46,2.0,0,1
8093,2019.0,553.0,33.2,10.0,1.0,91.7,1.7,2.0,1,0
7142,2016.0,978.0,2.6,32.0,0.5,91.6,1.09,2.0,0,0
187,2599.0,1066.0,4.9,12.0,3.4,93.2,1.5,2.0,0,1
6499,3566.625,1801.5,25.9,15.0,3.3,92.8,2.0,2.0,0,0
3655,1995.0,1320.0,12.4,38.0,0.5,91.4,1.68,2.0,1,1
3426,2847.0,1106.0,17.9,21.0,3.4,92.4,0.76,2.0,1,1
5787,2323.0,510.0,25.4,7.0,3.9,87.6,0.81,2.0,0,1
1381,1244.0,522.0,45.9,4.0,6.8,91.6,1.44,2.0,0,1
8105,982.0,200.0,38.0,3.0,14.4,90.9,0.5,2.0,1,0
413,1348.0,200.0,61.6,5.0,3.6,90.0,1.85,2.0,0,1
5037,1145.0,358.0,19.2,66.0,18.5,93.5,2.09,2.0,0,1
4897,3468.0,1633.0,26.5,13.0,13.4,88.3,0.67,2.0,0,1
3336,1234.0,464.0,32.1,12.0,5.6,87.8,1.19,2.0,1,1
3606,1128.0,528.0,22.5,41.0,7.7,91.4,0.99,2.0,1,1
3175,1822.0,714.0,25.8,27.0,3.3,99.0,1.19,2.0,1,1
8061,3566.625,950.0,40.7,2.0,6.8,91.1,1.73,2.0,1,0
8736,1900.0,915.0,39.0,69.0,1.3,92.4,1.75,2.0,1,0
6268,1212.0,453.0,40.8,3.0,3.4,96.2,0.92,2.0,0,0
256,1744.0,1167.0,34.8,1.0,8.3,89.2,1.65,2.0,0,1
5689,2141.0,402.0,25.2,5.0,15.8,96.5,1.3,2.0,0,1
200,1817.0,702.0,55.4,45.0,4.8,90.3,2.08,2.0,0,1
2235,1996.0,468.0,7.5,10.0,3.2,87.8,1.06,2.0,0,1
4743,1581.0,200.0,30.2,56.0,1.6,95.7,1.2,2.0,0,1
1767,3081.0,974.0,22.1,27.0,1.9,88.9,0.8,2.0,0,1
4236,1774.0,1306.0,36.4,1.0,11.9,95.0,2.02,2.0,1,1
7010,1171.0,200.0,48.0,1.0,8.5,96.8,1.25,1.0,0,0
1572,2227.0,386.0,15.6,46.0,23.55,94.3,1.95,2.0,0,1
24,3112.0,1611.0,11.9,11.0,14.8,88.8,1.44,2.0,0,1
7738,1638.0,638.0,11.4,2.0,5.0,94.4,1.72,2.0,1,0
1088,1029.0,200.0,56.7,0.0,5.6,93.4,1.74,2.0,0,1
4674,2410.0,911.0,19.3,5.0,2.0,94.1,1.72,2.0,0,1
2694,3500.0,912.0,18.0,2.0,4.8,88.5,1.6,2.0,0,1
7282,2074.0,525.0,14.2,74.5,8.8,95.8,1.4,2.0,1,0
3398,1339.0,973.0,53.1,53.0,14.3,92.7,0.92,2.0,1,1
3559,2228.0,447.0,43.5,27.0,6.0,99.0,1.25,2.0,1,1
8229,2320.0,429.0,25.0,74.5,9.2,91.7,1.24,2.0,1,0
2841,2364.0,1069.0,41.7,74.5,5.4,89.9,1.77,2.0,1,1
2311,2700.0,1180.0,17.4,20.0,5.8,90.7,1.37,2.0,0,1
7729,1936.0,669.0,18.8,0.0,10.5,92.5,2.13,2.0,1,0
3234,2551.0,497.0,24.7,64.0,3.7,92.4,1.09,2.0,1,1
4152,1974.0,819.0,41.2,4.0,23.55,92.1,1.12,2.0,1,1
1309,1678.0,522.0,24.2,0.0,2.1,95.4,1.61,2.0,0,1
695,2207.0,775.0,20.6,47.0,10.6,95.5,0.98,2.0,0,1
5375,1194.0,647.0,12.1,4.0,7.7,95.1,1.86,2.0,0,1
3752,2042.0,746.0,20.0,5.0,19.7,95.7,2.14,2.0,1,1
1227,1325.0,200.0,25.8,53.0,1.2,94.1,0.78,2.0,0,1
1999,2103.0,786.0,40.2,25.0,0.8,97.3,1.45,2.0,0,1
276,2258.0,601.0,56.4,48.0,2.8,96.3,0.75,2.0,0,1
5452,968.0,285.0,42.8,2.0,23.55,85.1,1.7,2.0,0,1
5701,1764.0,200.0,14.0,9.0,8.7,91.7,1.04,2.0,0,1
7755,1751.0,702.0,37.0,58.0,8.9,87.7,1.58,2.0,1,0
3637,1378.0,200.0,23.8,16.0,0.5,89.4,0.66,2.0,1,1
6642,2804.0,344.0,24.7,2.0,9.9,89.6,1.37,2.0,0,0
4778,1128.0,302.0,56.4,5.0,10.1,90.6,1.07,2.0,0,1
8727,1145.0,458.0,15.3,3.0,0.7,94.1,1.68,2.0,1,0
4117,1825.0,806.0,17.2,35.0,1.4,89.7,1.53,2.0,1,1
5663,1319.0,671.0,40.5,19.0,4.2,98.5,1.57,2.0,0,1
1137,1670.0,836.0,18.8,4.0,6.7,89.7,1.21,2.0,0,1
2767,1616.0,830.0,38.5,12.0,10.4,99.0,1.76,2.0,0,1
6582,829.0,825.0,27.2,21.0,17.2,94.9,1.64,2.0,0,0
6196,1154.0,200.0,44.3,74.5,4.8,95.3,1.98,2.0,0,0
942,2213.0,661.0,30.2,21.0,13.2,93.5,1.17,2.0,0,1
6162,2613.0,541.0,29.4,3.0,23.55,90.6,0.79,2.0,0,0
8435,1332.0,882.0,35.8,73.0,14.7,85.9,1.16,2.0,1,0
4935,1976.0,490.0,30.2,15.0,8.7,92.6,1.51,2.0,0,1
3935,1198.0,906.0,49.1,0.0,0.6,86.9,1.74,2.0,1,1
7653,1574.0,585.0,29.6,21.0,1.9,89.6,1.74,2.0,1,0
2384,1780.0,535.0,27.0,14.0,5.7,88.5,1.56,2.0,0,1
115,1214.0,200.0,10.8,57.0,8.3,98.1,1.48,2.0,0,1
7842,1669.0,272.0,11.5,23.0,23.55,91.1,1.46,2.0,1,0
8977,1770.0,314.0,21.7,4.0,8.5,94.7,1.18,2.0,1,0
3119,961.0,519.0,17.7,17.0,11.7,93.1,1.91,2.0,1,1
4258,2506.0,875.0,34.3,13.0,2.6,88.8,1.97,2.0,1,1
5404,2629.0,1198.0,6.8,17.0,0.7,95.2,1.54,2.0,0,1
7052,2015.0,861.0,64.7,5.0,6.1,87.6,1.67,2.0,0,0
2819,2135.0,732.0,32.1,1.0,18.7,87.4,1.78,2.0,1,1
3822,1575.0,200.0,39.8,10.0,11.4,89.0,1.26,2.0,1,1
8148,1464.0,794.0,34.4,3.0,14.1,88.7,1.51,2.0,1,0
4699,1495.0,438.0,39.3,24.0,6.5,86.0,1.26,2.0,0,1
7846,1836.0,1512.0,48.9,15.0,3.3,91.0,1.77,2.0,1,0
3802,1974.0,497.0,57.9,25.0,23.55,93.5,1.38,2.0,1,1
3536,1769.0,836.0,54.8,15.0,3.3,99.0,1.66,1.0,1,1
3825,2446.0,1311.0,35.5,54.0,4.7,93.9,1.44,2.0,1,1
7376,1522.0,1165.0,61.5,1.0,17.9,94.4,1.17,2.0,1,0
7309,1444.0,426.0,37.8,24.0,2.4,95.1,1.19,2.0,1,0
4810,3033.0,1009.0,47.9,8.0,4.1,85.3,1.09,2.0,0,1
1946,2719.0,1177.0,3.3,47.0,8.6,93.6,1.7,2.0,0,1
6307,987.0,200.0,20.7,12.0,1.1,92.4,1.35,2.0,0,0
5746,3191.0,888.0,43.2,41.0,12.3,97.3,1.12,2.0,0,1
5335,1185.0,346.0,15.4,2.0,13.3,97.7,0.95,2.0,0,1
3488,1688.0,1177.0,5.8,17.0,1.0,91.3,1.43,2.0,1,1
1610,1315.0,625.0,21.8,5.0,0.5,93.5,1.5,2.0,0,1
5687,1187.0,511.0,22.0,12.0,0.5,90.1,1.62,1.0,0,1
4677,2602.0,1346.0,45.3,59.0,23.55,94.6,1.52,2.0,0,1
4959,2190.0,530.0,6.2,45.0,17.6,93.4,1.32,2.0,0,1
7604,3525.0,1200.0,24.8,25.0,23.55,91.9,1.83,2.0,1,0
4761,1764.0,769.0,12.5,16.0,2.0,87.9,1.59,2.0,0,1
2194,1415.0,962.0,29.0,17.0,1.3,90.9,1.1,2.0,0,1
6629,1311.0,987.0,6.6,20.0,6.9,92.6,1.21,2.0,0,0
5113,1111.0,467.0,20.5,7.0,23.55,98.7,1.45,2.0,0,1
557,1826.0,651.0,31.2,4.0,18.8,90.7,1.23,2.0,0,1
8614,2620.0,1018.0,16.0,54.0,7.6,99.0,1.64,2.0,1,0
7478,878.0,395.0,31.2,4.0,15.1,95.5,1.44,1.0,1,0
1207,1801.0,374.0,21.6,15.0,3.7,95.7,1.63,2.0,0,1
5666,1174.0,200.0,6.8,25.0,1.3,93.6,1.48,2.0,0,1
8602,2397.0,330.0,41.6,17.0,6.6,87.8,1.52,1.0,1,0
1510,3566.625,1282.0,27.0,67.0,9.7,90.7,1.43,2.0,0,1
3829,1621.0,1157.0,11.3,22.0,23.55,91.1,1.69,2.0,1,1
3732,1715.0,791.0,35.6,37.0,4.3,95.9,1.23,2.0,1,1
6398,1942.0,652.0,27.6,3.0,2.7,98.2,0.54,2.0,0,0
3211,1948.0,746.0,30.2,19.0,7.3,92.2,1.66,2.0,1,1
3630,2417.0,1354.0,13.6,35.0,3.5,95.9,1.47,2.0,1,1
8141,2982.0,1283.0,12.6,3.0,11.3,90.3,1.03,2.0,1,0
6701,1071.0,200.0,16.3,28.0,1.2,91.3,1.4,1.0,0,0
266,1435.0,541.0,24.2,70.0,21.4,93.8,1.53,2.0,0,1
1140,1555.0,703.0,11.7,27.0,12.2,98.5,1.55,2.0,0,1
3162,3566.625,1766.0,16.9,8.0,4.8,93.1,1.07,2.0,1,1
8413,1545.0,433.0,16.1,1.0,0.5,93.5,1.27,2.0,1,0
3730,1417.0,313.0,31.4,4.0,1.5,93.5,2.3,2.0,1,1
1909,2549.0,858.0,20.8,2.0,11.1,97.5,1.97,2.0,0,1
5876,1100.0,781.0,32.0,15.0,18.9,86.5,1.94,2.0,0,1
2660,1042.0,200.0,59.5,73.0,7.0,88.8,1.72,2.0,0,1
656,3286.0,1268.0,47.2,54.0,1.6,94.0,1.3,2.0,0,1
6942,1631.0,342.0,61.2,3.0,0.6,94.2,0.7,2.0,0,0
6296,1808.0,315.0,35.4,14.0,19.0,88.5,2.03,2.0,0,0
998,2510.0,587.0,57.8,6.0,8.6,91.9,1.69,2.0,0,1
5967,1819.0,394.0,8.8,37.0,1.0,94.1,1.14,2.0,0,1
2834,1421.0,246.0,32.5,24.0,3.2,93.3,1.17,2.0,1,1
8246,1666.0,883.0,23.2,31.0,23.55,92.4,1.68,2.0,1,0
1237,2441.0,508.0,7.4,12.0,1.8,96.4,1.12,2.0,0,1
8151,959.0,376.0,41.4,11.0,4.2,93.0,0.89,2.0,1,0
6366,3296.0,1509.0,56.5,13.0,2.7,88.1,1.37,2.0,0,0
7715,2247.0,1147.0,20.6,33.0,3.4,89.7,1.79,2.0,1,0
5091,1414.0,200.0,10.4,30.0,1.9,96.0,2.0,2.0,0,1
2186,3170.0,1473.0,14.4,71.0,2.3,94.9,1.46,2.0,0,1
1134,1533.0,509.0,8.3,66.0,16.5,95.2,1.66,2.0,0,1
5004,767.0,200.0,13.1,22.0,3.9,96.8,1.85,2.0,0,1
1303,2158.0,1164.0,34.3,53.0,2.2,89.2,1.56,2.0,0,1
1627,1987.0,1080.0,15.3,9.0,6.2,91.4,1.64,2.0,0,1
7975,2338.0,1071.0,34.4,5.0,2.7,94.3,1.59,2.0,1,0
1522,2611.0,1566.0,32.2,9.0,1.7,97.1,1.21,2.0,0,1
8826,1595.0,329.0,15.0,10.0,15.9,84.2,1.23,1.0,1,0
358,736.0,568.0,34.7,46.0,3.9,93.0,1.02,2.0,0,1
138,1471.0,587.0,42.6,20.0,19.2,94.8,1.54,2.0,0,1
299,2251.0,1033.0,39.6,74.5,3.8,90.3,1.31,2.0,0,1
1556,2560.0,642.0,14.7,14.0,20.9,93.9,1.76,2.0,0,1
5099,1376.0,314.0,23.7,11.0,16.0,91.4,2.18,2.0,0,1
382,1836.0,1088.0,33.5,5.0,3.9,97.6,1.43,1.0,0,1
6784,1608.0,930.0,23.9,10.0,11.1,88.3,1.18,1.0,0,0
5597,977.0,660.0,9.4,74.5,10.4,94.9,1.17,2.0,0,1
4857,1401.0,457.0,64.4,37.0,11.4,95.6,1.59,2.0,0,1
7789,2214.0,247.0,16.8,13.0,1.6,92.3,1.51,2.0,1,0
7115,1583.0,667.0,8.8,42.0,22.3,92.6,1.39,2.0,0,0
5743,1265.0,495.0,7.1,5.0,0.9,93.6,1.23,2.0,0,1
7920,2249.0,625.0,20.0,2.0,6.6,85.1,1.56,2.0,1,0
6761,1478.0,200.0,41.5,23.0,4.2,87.1,1.24,2.0,0,0
5698,2325.0,200.0,42.8,4.0,4.0,93.9,1.69,2.0,0,1
8297,2045.0,434.0,11.1,14.0,6.7,92.3,1.44,2.0,1,0
2721,2151.0,749.0,17.4,26.0,4.4,94.2,0.97,2.0,0,1
1932,1255.0,429.0,45.2,53.0,2.9,94.5,0.82,2.0,0,1
8078,1385.0,490.0,42.4,35.0,10.1,94.7,1.09,2.0,1,0
3236,1053.0,658.0,36.4,74.5,6.2,92.3,1.45,2.0,1,1
3140,1152.0,329.0,42.3,4.0,13.6,92.1,1.26,2.0,1,1
4163,2133.0,559.0,49.8,1.0,23.55,92.2,1.74,2.0,1,1
7796,1090.0,969.0,18.8,56.0,23.4,93.9,2.02,2.0,1,0
3807,1674.0,259.0,51.7,9.0,0.6,94.4,0.76,2.0,1,1
8525,987.0,323.0,51.5,41.0,13.8,94.3,1.38,2.0,1,0
8686,1313.0,933.0,66.9,40.0,8.9,87.9,1.02,1.0,1,0
4154,2530.0,601.0,45.6,2.0,6.9,99.0,1.18,2.0,1,1
4172,2253.0,1011.0,58.3,24.0,13.2,93.5,1.37,2.0,1,1
796,1405.0,200.0,5.7,33.0,11.2,96.4,1.28,2.0,0,1
2416,1560.0,582.0,36.9,1.0,1.8,93.2,1.58,2.0,0,1
785,1334.0,551.0,20.7,6.0,3.3,86.7,1.68,2.0,0,1
3158,1833.0,299.0,46.8,35.0,4.7,92.9,1.75,2.0,1,1
123,1734.0,880.0,50.0,47.0,0.8,96.1,0.86,2.0,0,1
2172,1673.0,939.0,17.9,21.0,2.3,99.0,1.76,2.0,0,1
7081,2865.0,1004.0,18.3,2.0,11.0,94.7,1.59,2.0,0,0
7021,1223.0,819.0,13.7,9.0,2.4,93.0,1.89,2.0,0,0
8360,2051.0,611.0,13.6,25.0,1.9,98.6,1.37,2.0,1,0
4340,1780.0,200.0,16.4,30.0,1.4,99.0,1.01,2.0,1,1
910,2032.0,895.0,27.0,60.0,4.6,96.6,0.71,2.0,0,1
2309,3458.0,1320.0,19.7,4.0,1.2,98.0,0.88,2.0,0,1
8688,1463.0,200.0,22.6,35.0,4.9,93.9,0.72,2.0,1,0
3634,1858.0,911.0,15.1,58.0,14.2,98.2,1.17,2.0,1,1
1257,1103.0,472.0,31.2,6.0,3.3,84.7,1.35,2.0,0,1
4458,3244.0,482.0,18.2,74.5,5.9,90.0,1.29,1.0,1,1
1178,888.0,898.0,17.3,43.0,22.0,97.9,1.67,2.0,0,1
4652,3259.0,764.0,30.9,3.0,7.8,93.1,1.43,2.0,0,1
3650,1542.0,481.0,37.0,74.0,0.5,95.0,1.9,2.0,1,1
442,1656.0,852.0,38.6,1.0,23.55,94.7,1.54,2.0,0,1
7525,1324.0,252.0,32.8,53.0,3.2,92.7,1.79,2.0,1,0
1399,2077.0,784.0,40.8,8.0,4.0,92.5,1.58,2.0,0,1
1457,1304.0,906.0,47.6,8.0,7.9,94.4,1.69,2.0,0,1
8440,1532.0,677.0,14.6,46.0,2.2,98.6,1.63,2.0,1,0
1054,1503.0,323.0,27.2,49.0,0.5,93.4,1.6,2.0,0,1
5556,1808.0,604.0,36.5,14.0,5.0,88.0,1.38,2.0,0,1
3275,869.0,200.0,11.9,18.0,0.5,96.3,1.81,2.0,1,1
7514,1392.0,505.0,19.3,24.0,1.1,91.7,1.65,2.0,1,0
3699,2042.0,1124.0,22.3,74.5,2.6,96.0,1.71,2.0,1,1
3759,1662.0,340.0,23.7,26.0,7.2,89.3,1.61,2.0,1,1
929,1778.0,989.0,34.7,13.0,10.6,92.3,1.65,2.0,0,1
7171,1229.0,300.0,59.5,44.0,21.5,94.4,1.58,2.0,0,0
1829,2976.0,1198.0,35.3,17.0,5.5,88.4,1.76,2.0,0,1
2928,1332.0,200.0,7.5,28.0,4.0,85.2,1.51,2.0,1,1
8436,2876.0,900.0,10.5,3.0,1.6,98.6,1.34,2.0,1,0
4221,2320.0,617.0,47.0,4.0,2.2,93.5,2.04,2.0,1,1
3546,1687.0,280.0,17.0,1.0,1.8,99.0,1.38,2.0,1,1
7880,1426.0,751.0,63.2,21.0,3.7,94.3,1.91,2.0,1,0
6523,2815.0,675.0,22.1,14.0,7.0,99.0,1.36,2.0,0,0
2011,3487.0,846.0,17.2,4.0,23.55,93.1,1.46,2.0,0,1
7427,1343.0,200.0,44.2,33.0,6.6,95.7,0.93,2.0,1,0
6672,2689.0,644.0,10.7,53.0,6.2,92.1,1.44,1.0,0,0
3219,1565.0,1049.0,22.5,21.0,4.4,99.0,1.32,2.0,1,1
2606,1619.0,1135.0,28.5,69.0,23.55,93.9,1.87,2.0,0,1
3264,3488.0,1587.0,29.0,15.0,8.7,92.6,2.03,2.0,1,1
4928,2183.0,1466.0,40.7,30.0,9.6,92.2,1.13,2.0,0,1
8882,1698.0,1299.0,33.7,2.0,6.1,88.5,1.43,2.0,1,0
6526,1627.0,422.0,30.2,4.0,0.9,89.2,1.36,2.0,0,0
6,2009.0,446.0,33.3,74.5,7.4,94.1,1.02,2.0,0,1
2980,1101.0,819.0,39.5,2.0,1.8,94.2,1.94,2.0,1,1
3361,2074.0,991.0,17.1,49.0,0.7,91.5,1.35,2.0,1,1
4774,1039.0,580.0,36.5,41.0,1.1,89.6,1.4,2.0,0,1
1943,1324.0,768.0,28.5,3.0,8.7,89.2,1.95,2.0,0,1
5981,1996.0,629.0,13.7,30.0,23.55,98.1,1.42,2.0,0,1
1635,1632.0,893.0,24.7,13.0,2.6,97.5,1.64,2.0,0,1
1141,2033.0,1653.0,33.6,20.0,12.1,85.6,1.43,2.0,0,1
7521,2223.0,1102.0,11.6,33.0,3.1,87.8,1.44,2.0,1,0
6286,966.0,352.0,32.2,6.0,18.6,94.5,1.67,2.0,0,0
2070,1010.0,811.0,26.4,23.0,5.7,86.8,0.95,2.0,0,1
3134,967.0,226.0,35.9,55.0,3.1,95.7,1.65,2.0,1,1
5160,1815.0,853.0,52.2,3.0,11.9,93.6,1.11,2.0,0,1
6239,905.0,1003.0,27.0,41.0,22.3,90.0,1.96,2.0,0,0
6728,2538.0,1020.0,45.8,16.0,10.7,94.6,1.33,2.0,0,0
2242,1435.0,200.0,68.1,0.0,1.7,94.6,1.42,2.0,0,1
1474,1313.0,200.0,22.1,12.0,17.8,86.7,1.52,2.0,0,1
7272,1459.0,1036.0,17.7,24.0,17.2,90.5,0.99,2.0,1,0
1889,1512.0,577.0,26.1,49.0,2.1,93.4,1.51,1.0,0,1
3435,1425.0,277.0,28.0,24.0,1.2,93.9,1.17,2.0,1,1
6533,1045.0,451.0,34.5,7.0,3.3,91.7,1.77,2.0,0,0
6187,3566.625,1509.0,34.3,54.0,0.5,92.0,1.32,2.0,0,0
3705,1565.0,645.0,18.2,32.0,5.3,98.8,1.9,2.0,1,1
2021,1101.0,200.0,40.6,2.0,5.3,92.3,1.51,1.0,0,1
4020,869.0,509.0,45.1,29.0,15.3,98.0,2.09,2.0,1,1
7696,2297.0,1180.0,28.5,2.0,12.3,97.4,1.91,2.0,1,0
6997,1608.0,659.0,15.9,57.0,0.6,90.3,2.07,2.0,0,0
7540,1653.0,464.0,45.0,7.0,15.2,94.0,1.18,2.0,1,0
2658,2330.0,1620.0,71.0,3.0,3.3,99.0,1.53,2.0,0,1
1130,1105.0,509.0,29.1,2.0,0.6,90.1,1.67,2.0,0,1
7633,840.0,984.0,25.7,5.0,0.9,91.9,1.92,2.0,1,0
1819,1645.0,593.0,43.8,17.0,20.0,94.0,1.36,1.0,0,1
6011,934.0,977.0,13.4,74.5,11.0,94.2,1.15,2.0,0,0
4318,2584.0,1446.0,46.8,28.0,15.2,94.0,1.0,1.0,1,1
8640,3125.0,1462.0,35.5,22.0,0.5,92.4,1.87,2.0,1,0
4144,1070.0,513.0,24.9,23.0,23.55,90.1,1.24,2.0,1,1
4669,3566.625,1613.0,62.4,46.0,4.1,95.3,1.55,2.0,0,1
1236,3566.625,1466.0,4.9,58.0,6.0,94.2,1.27,2.0,0,1
5476,2637.0,1558.0,37.1,74.5,5.5,97.7,1.88,2.0,0,1
8852,1482.0,200.0,29.1,7.0,1.2,96.6,0.98,2.0,1,0
1856,2099.0,916.0,18.0,14.0,3.0,94.5,1.66,2.0,0,1
2282,2043.0,1038.0,44.9,27.0,1.7,95.7,1.41,2.0,0,1
6946,1440.0,744.0,24.5,22.0,14.7,94.7,1.76,2.0,0,0
8382,2671.0,642.0,12.4,32.0,3.4,91.8,1.51,2.0,1,0
4093,2425.0,693.0,8.1,5.0,23.55,93.1,1.14,1.0,1,1
7503,1533.0,619.0,8.3,17.0,4.9,94.8,1.21,2.0,1,0
5200,1781.0,499.0,8.5,30.0,2.0,99.0,1.0,2.0,0,1
3421,1685.0,842.0,8.5,9.0,3.3,93.7,1.23,2.0,1,1
386,2004.0,554.0,19.9,16.0,8.9,93.8,1.44,2.0,0,1
1628,1290.0,844.0,17.7,1.0,1.8,94.0,1.43,2.0,0,1
3585,1213.0,1155.0,16.1,24.0,5.9,87.9,1.52,2.0,1,1
7894,1405.0,328.0,37.3,41.0,23.55,86.6,1.07,2.0,1,0
2714,1853.0,1202.0,24.0,10.0,15.1,95.0,0.5,2.0,0,1
5770,2588.0,1102.0,44.2,27.0,14.1,86.1,1.43,2.0,0,1
6982,1268.0,862.0,18.7,37.0,8.8,97.1,1.65,2.0,0,0
8383,1710.0,743.0,12.0,21.0,1.3,89.2,1.89,2.0,1,0
3189,2768.0,417.0,46.0,28.0,1.4,93.7,1.98,2.0,1,1
8970,1507.0,593.0,29.3,14.0,1.6,91.2,1.73,2.0,1,0
4305,1565.0,522.0,39.7,52.0,0.5,95.1,1.28,2.0,1,1
909,1220.0,316.0,39.1,8.0,8.1,95.6,1.57,2.0,0,1
5385,1040.0,200.0,14.3,62.0,23.4,94.0,1.49,2.0,0,1
7403,1828.0,602.0,49.9,44.0,0.7,94.6,1.04,2.0,1,0
1866,1787.0,200.0,21.0,8.0,2.4,89.0,1.02,2.0,0,1
1842,2076.0,660.0,36.6,19.0,3.1,89.4,0.62,2.0,0,1
2497,1698.0,439.0,48.1,71.0,1.7,92.5,1.52,2.0,0,1
8009,2299.0,200.0,5.9,70.0,1.2,94.7,1.42,2.0,1,0
6354,3085.0,1521.0,28.4,3.0,6.7,96.8,1.42,2.0,0,0
7716,1410.0,364.0,38.8,15.0,16.9,87.8,1.1,2.0,1,0
5054,1509.0,911.0,28.7,26.0,10.4,89.6,1.63,1.0,0,1
4006,2443.0,421.0,41.5,2.0,2.7,94.3,1.28,2.0,1,1
2702,1297.0,678.0,29.9,6.0,3.4,91.5,1.65,2.0,0,1
8042,2007.0,789.0,35.5,30.0,3.9,93.1,1.7,2.0,1,0
331,2188.0,780.0,18.3,13.0,21.9,84.8,1.48,2.0,0,1
5748,1729.0,814.0,47.8,33.0,9.9,86.0,1.36,2.0,0,1
7924,1146.0,864.0,29.6,72.0,11.9,99.0,1.36,2.0,1,0
6554,1480.0,837.0,26.5,19.0,0.5,90.3,1.77,2.0,0,0
5775,1406.0,397.0,24.9,5.0,13.5,88.6,1.22,2.0,0,1
2459,1688.0,486.0,35.7,4.0,0.6,93.8,1.2,2.0,0,1
1774,930.0,410.0,34.3,6.0,7.5,96.2,1.17,2.0,0,1
6108,1451.0,200.0,54.0,13.0,1.2,90.6,1.24,2.0,0,0
6418,2068.0,1241.0,21.5,6.0,10.0,91.0,1.34,2.0,0,0
2686,1931.0,585.0,60.6,12.0,9.8,96.5,1.75,2.0,0,1
8220,1896.0,715.0,22.4,8.0,1.2,88.1,1.08,2.0,1,0
7949,2325.0,1194.0,38.9,3.0,5.1,86.9,1.57,2.0,1,0
5668,1883.0,519.0,17.6,2.0,5.0,94.3,1.0,2.0,0,1
6838,1459.0,373.0,11.8,4.0,2.6,90.2,1.5,2.0,0,0
7202,2237.0,1104.0,17.4,35.0,16.3,89.2,1.35,2.0,0,0
7542,1501.0,299.0,43.6,13.0,0.5,96.7,0.55,2.0,1,0
7482,2012.0,502.0,48.7,1.0,15.4,93.4,1.36,1.0,1,0
6993,1784.0,546.0,34.1,14.0,5.7,92.2,1.53,2.0,0,0
7369,1360.0,368.0,45.7,0.0,5.8,92.5,1.65,2.0,1,0
